CEPEL: DECOMP - Coordenacao da Operacao a Curto Prazo - v32.0.1 - Dez/2024(L)                  01/11/2025  01:22
   CCEE - Prospectivo Encadeado NW-DC - estagio: JAN/2026                          - PLANEJAMENTO:01/01/2026
CUSTOS MARGINAIS ($/MWh) PARA O SUBSISTEMA SE PATAMAR   3 NOS CENARIOS/ESTAGIOS E PROBABILIDADES ASSOCIADAS: 
0103,  196.57,   57.91,  0.0089,                                                                                                                                                                                                                                                                                                                                        
0104,  196.57,  256.88,  0.0082,                                                                                                                                                                                                                                                                                                                                        
0105,  196.57,    0.00,  0.0085,                                                                                                                                                                                                                                                                                                                                        
0106,  196.57,  118.58,  0.0083,                                                                                                                                                                                                                                                                                                                                        
0107,  196.57,   23.89,  0.0085,                                                                                                                                                                                                                                                                                                                                        
0108,  196.57,  252.39,  0.0085,                                                                                                                                                                                                                                                                                                                                        
0109,  196.57,  210.33,  0.0082,                                                                                                                                                                                                                                                                                                                                        
0110,  196.57,  102.32,  0.0086,                                                                                                                                                                                                                                                                                                                                        
0111,  196.57,  181.87,  0.0093,                                                                                                                                                                                                                                                                                                                                        
0112,  196.57,  224.94,  0.0086,                                                                                                                                                                                                                                                                                                                                        
0113,  196.57,  210.23,  0.0084,                                                                                                                                                                                                                                                                                                                                        
0114,  196.57,    7.47,  0.0083,                                                                                                                                                                                                                                                                                                                                        
0115,  196.57,  186.44,  0.0087,                                                                                                                                                                                                                                                                                                                                        
0116,  196.57,   92.62,  0.0081,                                                                                                                                                                                                                                                                                                                                        
